ID,Journal,Papers in 2025 (all authors),Papers with NIH funding,journal share of NIH funded papers in 2025,Cumulative number of NIH funded papers,Cumulative % NIH,Cumulative number of journals,Cumulative % of journals,ISSN,eISSN,Publisher,oa_status,apc_usd,apc_usd_originalORconverted,manual_link,comment,Publisher category
jour.1081932,Journal of the National Medical Association,88,13,0.147727273,93000,81.80714625,1694,22.08317038,0027-9684,1943-4693,Elsevier,Hybrid OA,3160,original,0,0,
jour.1039156,BioData Mining,91,13,0.142857143,93013,81.81858166,1695,22.09620649,0,1756-0381,Springer Nature,Gold OA,2690,original,0,0,
jour.1044780,Environmental Justice,91,13,0.142857143,93026,81.83001707,1696,22.1092426,1939-4071,1937-5174,SAGE Publications,,,,0,0,
jour.1032854,Nature Reviews Microbiology,93,13,0.139784946,93039,81.84145247,1697,22.12227871,1740-1526,1740-1534,Springer Nature,Closed,,no APC option,0,0,
jour.1294907,Nature Reviews Nephrology,94,13,0.138297872,93052,81.85288788,1698,22.13531482,1759-5061,1759-507X,Springer Nature,Closed,,no APC option,0,0,
jour.1095265,Natural Product Reports,100,13,0.13,93065,81.86432329,1699,22.14835093,0265-0568,1460-4752,Royal Society of Chemistry (RSC),Hybrid OA,4035,converted from GBP,https://web.archive.org/web/20250623094134/https://www.rsc.org/publishing/open-access/payments-and-funding,0,
jour.1042278,Personality Disorders Theory Research and Treatment,107,13,0.121495327,93078,81.8757587,1700,22.16138704,1949-2715,1949-2723,American Psychological Association (APA),Hybrid OA,3000,original,https://web.archive.org/web/20250611191216/https://www.apa.org/pubs/journals/resources/open-access?tab=2,"all APA journals submit accepted manuscript to Pubmed for NIH-funded authors at time of publication, see https://www.apa.org/pubs/journals/resources/open-access?tab=1",
jour.1100889,Current Opinion in Biotechnology,108,13,0.12037037,93091,81.8871941,1701,22.17442315,0958-1669,1879-0429,Elsevier,Hybrid OA,4530,original,0,0,
jour.1101563,Neuromuscular Disorders,108,13,0.12037037,93104,81.89862951,1702,22.18745926,0960-8966,1873-2364,Elsevier,Hybrid OA,3470,original,0,0,
jour.1016714,Rehabilitation Psychology,108,13,0.12037037,93117,81.91006492,1703,22.20049537,0090-5550,1939-1544,American Psychological Association (APA),Hybrid OA,3000,original,https://web.archive.org/web/20250611191216/https://www.apa.org/pubs/journals/resources/open-access?tab=2,"all APA journals submit accepted manuscript to Pubmed for NIH-funded authors at time of publication, see https://www.apa.org/pubs/journals/resources/open-access?tab=1",
jour.1084083,Nutrition Research,113,13,0.115044248,93130,81.92150033,1704,22.21353148,0271-5317,1879-0739,Elsevier,Hybrid OA,4090,original,0,0,
jour.1291981,Science Robotics,113,13,0.115044248,93143,81.93293573,1705,22.22656759,0,2470-9476,American Association for the Advancement of Science (AAAS),Closed,,no APC option,0,0,
jour.1030355,Biomechanics and Modeling in Mechanobiology,114,13,0.114035088,93156,81.94437114,1706,22.2396037,1617-7959,1617-7940,Springer Nature,Hybrid OA,4190,original,0,0,
jour.1030526,Brachytherapy,114,13,0.114035088,93169,81.95580655,1707,22.25263981,1538-4721,1873-1449,Elsevier,Hybrid OA,3000,original,0,0,
jour.1034531,Surgery for Obesity and Related Diseases,114,13,0.114035088,93182,81.96724196,1708,22.26567592,1550-7289,1878-7533,Elsevier,Hybrid OA,3800,original,0,0,
jour.1020334,British Journal of Sports Medicine,117,13,0.111111111,93195,81.97867736,1709,22.27871203,0306-3674,1473-0480,BMJ,,,,0,0,
jour.1038666,Disability and Health Journal,118,13,0.110169492,93208,81.99011277,1710,22.29174814,1936-6574,1876-7583,Elsevier,Hybrid OA,4530,original,0,0,
jour.1093115,Ophthalmic Genetics,120,13,0.108333333,93221,82.00154818,1711,22.30478425,1381-6810,1744-5094,Taylor & Francis,,,,0,0,
jour.1119237,Surgical Infections,120,13,0.108333333,93234,82.01298359,1712,22.31782036,1096-2964,1557-8674,SAGE Publications,,,,0,0,
jour.1460671,NEJM AI,121,13,0.107438017,93247,82.02441899,1713,22.33085647,0,2836-9386,Massachusetts Medical Society,,,,0,0,
jour.1042283,International Health,122,13,0.106557377,93260,82.0358544,1714,22.34389258,1876-3413,1876-3405,Oxford University Press (OUP),Gold OA,2931.362098,converted from GBP,0,0,
jour.1038554,Influenza and Other Respiratory Viruses,123,13,0.105691057,93273,82.04728981,1715,22.35692869,1750-2640,1750-2659,Wiley,Gold OA,4840,original,0,0,
jour.1103841,Health Economics,124,13,0.10483871,93286,82.05872522,1716,22.3699648,1057-9230,1099-1050,Wiley,Hybrid OA,4050,original,0,0,
jour.1051285,Journal of Neuromuscular Diseases,126,13,0.103174603,93299,82.07016062,1717,22.38300091,2214-3599,2214-3602,SAGE Publications,,,,0,0,
jour.1017903,Psychological Review,126,13,0.103174603,93312,82.08159603,1718,22.39603702,0033-295X,1939-1471,American Psychological Association (APA),Hybrid OA,3000,original,https://web.archive.org/web/20250611191216/https://www.apa.org/pubs/journals/resources/open-access?tab=2,"all APA journals submit accepted manuscript to Pubmed for NIH-funded authors at time of publication, see https://www.apa.org/pubs/journals/resources/open-access?tab=1",
jour.1089651,General Hospital Psychiatry,131,13,0.099236641,93325,82.09303144,1719,22.40907313,0163-8343,1873-7714,Elsevier,Hybrid OA,3720,original,0,0,
jour.1319298,Advanced Therapeutics,132,13,0.098484848,93338,82.10446685,1720,22.42210924,2366-3987,0,Wiley,Hybrid OA,4430,original,0,0,
jour.1017769,Biological Psychology,137,13,0.094890511,93351,82.11590225,1721,22.43514535,0301-0511,1873-6246,Elsevier,Hybrid OA,3440,original,0,0,
jour.1412143,Advanced Biology,138,13,0.094202899,93364,82.12733766,1722,22.44818146,2366-7478,2701-0198,Wiley,Hybrid OA,4430,original,0,0,
jour.1017662,International Journal of Radiation Biology,142,13,0.091549296,93377,82.13877307,1723,22.46121757,0955-3002,1362-3095,Taylor & Francis,Hybrid OA,4839.931968,converted from EUR,0,0,
jour.1092853,Cephalalgia,147,13,0.088435374,93390,82.15020848,1724,22.47425368,0333-1024,1468-2982,SAGE Publications,,,,0,0,
jour.1284508,Journal of VitreoRetinal Diseases,152,13,0.085526316,93403,82.16164388,1725,22.48728979,2474-1264,2474-1272,SAGE Publications,Hybrid OA,3900,original,0,0,
jour.1091289,Journal of Virological Methods,162,13,0.080246914,93416,82.17307929,1726,22.5003259,0166-0934,1879-0984,Elsevier,Hybrid OA,3210,original,0,0,
jour.1052459,Medical Research Archives,171,13,0.076023392,93429,82.1845147,1727,22.51336201,2375-1916,2375-1924,Knowledge Enterprise Journals,,,,0,0,
jour.1126813,Journal of Applied Statistics,172,13,0.075581395,93442,82.19595011,1728,22.52639812,0266-4763,1360-0532,Taylor & Francis,,,,0,0,
jour.1018370,Bulletin of Mathematical Biology,173,13,0.075144509,93455,82.20738551,1729,22.53943423,0092-8240,1522-9602,Springer Nature,Hybrid OA,3090,original,0,0,
jour.1381385,eJHaem,177,13,0.073446328,93468,82.21882092,1730,22.55247034,0,2688-6146,Wiley,Gold OA,2860,original,0,0,
jour.1096314,Journal of Child Neurology,180,13,0.072222222,93481,82.23025633,1731,22.56550645,0883-0738,1708-8283,SAGE Publications,Hybrid OA,4150,original,0,0,
jour.1039135,Journal of Crohn's and Colitis,189,13,0.068783069,93494,82.24169174,1732,22.57854256,1197-4982,1876-4460,0,,,,0,0,
jour.1086201,Skeletal Radiology,215,13,0.060465116,93507,82.25312714,1733,22.59157867,0364-2348,1432-2161,Springer Nature,Hybrid OA,4590,original,0,0,
jour.1114018,Violence Against Women,230,13,0.056521739,93520,82.26456255,1734,22.60461478,1077-8012,1552-8448,SAGE Publications,Hybrid OA,3650,original,0,0,
jour.1404011,Communications Engineering,232,13,0.056034483,93533,82.27599796,1735,22.61765089,0,2731-3395,Springer Nature,Gold OA,2190,original,0,0,
jour.1050038,Open Heart,233,13,0.055793991,93546,82.28743337,1736,22.630687,2398-595X,2053-3624,BMJ,,,,0,0,
jour.1050828,Optica,240,13,0.054166667,93559,82.29886877,1737,22.64372311,0,2334-2536,Optica Publishing Group,,,,0,0,
jour.1327447,Statistics and Computing,245,13,0.053061224,93572,82.31030418,1738,22.65675922,0960-3174,1573-1375,Springer Nature,Hybrid OA,2890,original,0,0,
jour.1034015,Drug Discovery Today,265,13,0.049056604,93585,82.32173959,1739,22.66979533,1359-6446,1878-5832,Elsevier,Hybrid OA,4720,original,0,0,
jour.1046074,ACS Macro Letters,268,13,0.048507463,93598,82.333175,1740,22.68283144,2161-1653,0,American Chemical Society (ACS),Hybrid OA,4500,original,https://web.archive.org/web/20250529213608/https://acsopenscience.org/researchers/oa-pricing/,0,
jour.1446554,Annals of Thoracic Surgery Short Reports,275,13,0.047272727,93611,82.3446104,1741,22.69586755,2772-9931,0,Elsevier,Gold OA,975,original,0,0,
jour.1284272,Journal of NeuroInterventional Surgery,311,13,0.041800643,93624,82.35604581,1742,22.70890366,1759-8478,1759-8486,BMJ,,,,0,0,
jour.1367698,Advanced Intelligent Systems,402,13,0.032338308,93637,82.36748122,1743,22.72193977,0,2640-4567,Wiley,Gold OA,3970,original,0,0,
jour.1017377,The BMJ,415,13,0.031325301,93650,82.37891663,1744,22.73497588,0959-8138,1756-1833,BMJ,,,,0,0,
jour.1034449,Virology Journal,417,13,0.03117506,93663,82.39035203,1745,22.74801199,0,1743-422X,Springer Nature,Gold OA,3290,original,0,0,
jour.1313722,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,427,13,0.030444965,93676,82.40178744,1746,22.7610481,1541-9312,2169-5067,SAGE Publications,Hybrid OA,1500,original,0,0,
jour.1018314,Plant Physiology,514,13,0.025291829,93689,82.41322285,1747,22.77408421,0032-0889,1532-2548,Oxford University Press (OUP),Hybrid OA,3851,original,0,0,
jour.1126669,Journal of Experimental Botany,520,13,0.025,93702,82.42465826,1748,22.78712032,0022-0957,1460-2431,Oxford University Press (OUP),Hybrid OA,4376.4372,converted from GBP,0,0,
jour.1049248,Orthopaedic Journal of Sports Medicine,594,13,0.021885522,93715,82.43609366,1749,22.80015643,0,2325-9671,SAGE Publications,,,,0,0,
jour.1102338,The Plant Journal,653,13,0.019908116,93728,82.44752907,1750,22.81319254,0960-7412,1365-313X,Wiley,Hybrid OA,5450,original,0,0,
jour.1294875,Catheterization and Cardiovascular Interventions,666,13,0.01951952,93741,82.45896448,1751,22.82622865,1522-1946,1522-726X,Wiley,Hybrid OA,4490,original,0,0,
jour.1099541,Current Psychology,1401,13,0.009279086,93754,82.47039989,1752,22.83926476,1046-1310,1936-4733,Springer Nature,Hybrid OA,3390,original,0,0,
jour.1005567,Journal of Colloid and Interface Science,2861,13,0.004543866,93767,82.48183529,1753,22.85230087,0021-9797,1095-7103,Elsevier,Hybrid OA,4470,original,0,0,
jour.1030495,Optics Express,4031,13,0.003225006,93780,82.4932707,1754,22.86533698,1094-4087,1094-4087,Optica Publishing Group,,,,0,0,
jour.1046556,Sustainability,11397,13,0.001140651,93793,82.50470611,1755,22.87837309,0,2071-1050,MDPI,Gold OA,2938.043976,converted from CHF,0,0,
jour.1441249,Dystonia,19,12,0.631578947,93805,82.51526187,1756,22.8914092,0,2813-2106,Frontiers,Gold OA,1500,original,0,0,
jour.1461037,Frontiers in Adolescent Medicine,19,12,0.631578947,93817,82.52581763,1757,22.90444531,0,2813-8589,Frontiers,Gold OA,2387.16073,converted from CHF,0,0,
jour.1008304,Annual Review of Genetics,20,12,0.6,93829,82.53637339,1758,22.91748142,0066-4197,1545-2948,Annual Reviews,Subscribe to Open (S2O),0,,0,0,
jour.1077157,Annual Review of Biochemistry,21,12,0.571428571,93841,82.54692915,1759,22.93051753,0066-4154,1545-4509,Annual Reviews,Subscribe to Open (S2O),0,,0,0,
jour.1049666,Annual Review of Virology,25,12,0.48,93853,82.55748491,1760,22.94355364,2327-056X,2327-0578,Annual Reviews,Subscribe to Open (S2O),0,,0,0,
jour.1013844,Behavior Genetics,29,12,0.413793103,93865,82.56804067,1761,22.95658975,0001-8244,1573-3297,Springer Nature,Hybrid OA,3390,original,0,0,
jour.1119389,Health Services and Outcomes Research Methodology,30,12,0.4,93877,82.57859644,1762,22.96962586,1387-3741,1572-9400,Springer Nature,Hybrid OA,2590,original,0,0,
jour.1017088,CA A Cancer Journal for Clinicians,31,12,0.387096774,93889,82.5891522,1763,22.98266197,0007-9235,1542-4863,Wiley,Gold OA,4330,original,0,0,
jour.1048999,Evolution Medicine and Public Health,32,12,0.375,93901,82.59970796,1764,22.99569808,0,2050-6201,Oxford University Press (OUP),Gold OA,3629,original,0,0,
jour.1053056,Environmental Epigenetics,34,12,0.352941176,93913,82.61026372,1765,23.00873419,0,2058-5888,Oxford University Press (OUP),Gold OA,2471,original,0,0,
jour.1045175,Skeletal Muscle,37,12,0.324324324,93925,82.62081948,1766,23.0217703,0,2044-5040,Springer Nature,Gold OA,2890,original,0,0,
jour.1097668,Environmental and Molecular Mutagenesis,38,12,0.315789474,93937,82.63137524,1767,23.03480641,0893-6692,1098-2280,Wiley,Hybrid OA,3750,original,0,0,
jour.1113806,Journal of Correctional Health Care,40,12,0.3,93949,82.641931,1768,23.04784252,1078-3458,1940-5200,SAGE Publications,,,,0,0,
jour.1017360,American Journal on Intellectual and Developmental Disabilities,43,12,0.279069767,93961,82.65248676,1769,23.06087863,1944-7515,1944-7588,Taylor & Francis,,,,0,0,
jour.1018386,Differentiation,44,12,0.272727273,93973,82.66304252,1770,23.07391474,0301-4681,1432-0436,Elsevier,Hybrid OA,3000,original,0,0,
jour.1091847,Community Health Equity Research & Policy,45,12,0.266666667,93985,82.67359828,1771,23.08695085,2752-535X,2752-5368,SAGE Publications,,,,0,0,
jour.1033329,Preventing Chronic Disease,46,12,0.260869565,93997,82.68415404,1772,23.09998696,1545-1151,1545-1151,0,,,,0,0,
jour.1090005,Clinics in Chest Medicine,52,12,0.230769231,94009,82.6947098,1773,23.11302307,0272-5231,1557-8216,Elsevier,Hybrid OA,,unknown,0,0,
jour.1055013,Journal of Drug Issues,53,12,0.226415094,94021,82.70526557,1774,23.12605918,0022-0426,1945-1369,SAGE Publications,Hybrid OA,3650,original,0,0,
jour.1035960,"Substance Abuse Treatment, Prevention, and Policy",56,12,0.214285714,94033,82.71582133,1775,23.13909529,0,1747-597X,Springer Nature,Gold OA,3090,original,0,0,
jour.1032629,Journal of the International Association of Providers of AIDS Care (JIAPAC),59,12,0.203389831,94045,82.72637709,1776,23.1521314,2325-9574,2325-9582,SAGE Publications,,,,0,0,
jour.1119257,Archives of Women's Mental Health,62,12,0.193548387,94057,82.73693285,1777,23.16516751,1434-1816,1435-1102,Springer Nature,Hybrid OA,3990,original,0,0,
jour.1115461,Seminars in Cell and Developmental Biology,63,12,0.19047619,94069,82.74748861,1778,23.17820362,1084-9521,1096-3634,Elsevier,Hybrid OA,4670,original,0,0,
jour.1400024,Journal of Obstetric Gynecologic & Neonatal Nursing,64,12,0.1875,94081,82.75804437,1779,23.19123973,0884-2175,1552-6909,Elsevier,Hybrid OA,3000,original,0,0,
jour.1292069,Learning Health Systems,64,12,0.1875,94093,82.76860013,1780,23.20427584,0,2379-6146,Wiley,Gold OA,2500,original,0,0,
jour.1448930,Frontiers in Child and Adolescent Psychiatry,66,12,0.181818182,94105,82.77915589,1781,23.21731195,0,2813-4540,Frontiers,Gold OA,2387.16073,converted from CHF,0,0,
jour.1440835,Environmental Research Health,67,12,0.179104478,94117,82.78971165,1782,23.23034806,0,2752-5309,IOP Publishing,Gold OA,2515,original,0,0,
jour.1095527,Journal of Clinical Neurophysiology,72,12,0.166666667,94129,82.80026741,1783,23.24338417,0736-0258,1537-1603,Wolters Kluwer,Hybrid OA,4100,original,https://web.archive.org/web/20250602163525/https://editingservices.lww.com/open-access-hybrid,0,
jour.1022522,Current Neurology and Neuroscience Reports,73,12,0.164383562,94141,82.81082317,1784,23.25642028,1528-4042,1534-6293,Springer Nature,Hybrid OA,5590,original,0,0,
jour.1092801,Seminars in Neurology,73,12,0.164383562,94153,82.82137893,1785,23.26945639,0271-8235,1098-9021,Thieme,,,,0,0,
jour.1090387,Seminars in Respiratory and Critical Care Medicine,74,12,0.162162162,94165,82.8319347,1786,23.2824925,1069-3424,1098-9048,Thieme,,,,0,0,
jour.1091510,Infant Mental Health Journal Infancy and Early Childhood,76,12,0.157894737,94177,82.84249046,1787,23.29552861,0163-9641,1097-0355,Wiley,Hybrid OA,3090,original,0,0,
jour.1015500,Social Science Research,76,12,0.157894737,94189,82.85304622,1788,23.30856472,0049-089X,1096-0317,Elsevier,Hybrid OA,3020,original,0,0,
jour.1090369,Journal of Psychopathology and Behavioral Assessment,78,12,0.153846154,94201,82.86360198,1789,23.32160083,0882-2689,1573-3505,Springer Nature,Hybrid OA,3190,original,0,0,
jour.1084795,Journal of Neuroscience Research,82,12,0.146341463,94213,82.87415774,1790,23.33463694,0360-4012,1097-4547,Wiley,Hybrid OA,4840,original,0,0,
jour.1012733,Demography,83,12,0.144578313,94225,82.8847135,1791,23.34767305,0070-3370,1533-7790,Duke University Press,,,,0,0,
jour.1101897,Journal of Biopharmaceutical Statistics,87,12,0.137931034,94237,82.89526926,1792,23.36070916,1054-3406,1520-5711,Taylor & Francis,,,,0,0,
jour.1100084,Journal of the Royal Statistical Society Series A (Statistics in Society),88,12,0.136363636,94249,82.90582502,1793,23.37374527,0964-1998,1467-985X,Oxford University Press (OUP),Hybrid OA,3484.399119,converted from GBP,0,0,
jour.1381507,Annals of Surgery Open,94,12,0.127659574,94261,82.91638078,1794,23.38678138,0,2691-3593,Wolters Kluwer,Gold OA,2000,original,https://web.archive.org/web/20250421120547/https://www.wolterskluwer.com/en/solutions/lippincott-journals/lippincott-open-access/journals?compositeLink=%7BEB915DBD-B279-4AA5-84E3-09BE314E11D4%7D,0,
jour.1119336,Prostate Cancer and Prostatic Diseases,94,12,0.127659574,94273,82.92693654,1795,23.39981749,1365-7852,1476-5608,Springer Nature,Hybrid OA,5190,original,0,0,
jour.1431010,npj Antimicrobials and Resistance,95,12,0.126315789,94285,82.9374923,1796,23.4128536,0,2731-8745,Springer Nature,Gold OA,3190,original,0,0,
jour.1104170,Wound Repair and Regeneration,95,12,0.126315789,94297,82.94804806,1797,23.42588971,1067-1927,1524-475X,Wiley,Hybrid OA,3750,original,0,0,
jour.1041209,Circulation Cardiovascular Interventions,98,12,0.12244898,94309,82.95860382,1798,23.43892582,1941-7640,1941-7632,Wolters Kluwer,Hybrid OA,5400,original,https://web.archive.org/web/20250527174424/https://www.ahajournals.org/open-access-information,0,
jour.1092645,American Journal of Nephrology,99,12,0.121212121,94321,82.96915959,1799,23.45196193,0250-8095,1421-9670,Karger Publishers,,,,0,0,
jour.1035135,Sexual Health,100,12,0.12,94333,82.97971535,1800,23.46499804,1448-5028,1449-8987,CSIRO Publishing,,,,0,0,
jour.1114435,Journal of Immunological Methods,101,12,0.118811881,94345,82.99027111,1801,23.47803415,0022-1759,1872-7905,Elsevier,Hybrid OA,2970,original,0,0,
jour.1035881,Journal of Neuroimmune Pharmacology,103,12,0.116504854,94357,83.00082687,1802,23.49107026,1557-1890,1557-1904,Springer Nature,Hybrid OA,4790,original,0,0,
jour.1096596,Dysphagia,105,12,0.114285714,94369,83.01138263,1803,23.50410637,0179-051X,1432-0460,Springer Nature,Hybrid OA,4590,original,0,0,
